ProductReference;ProductName;GarmentType;Material;Size;Collection;Weight
PRD00394;T-Shirt Polyester L;T-Shirt;Polyester;L;Summer;0.1
PRD00395;Pants Cotton XS;Pants;Cotton;XS;Winter;0.4
PRD00396;Shorts Wool M;Shorts;Wool;M;Summer;0.38
PRD00397;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.1
PRD00398;Jacket Polyester M;Jacket;Polyester;M;Summer;0.55
PRD00399;Sweater Polyester L;Sweater;Polyester;L;Autumn;0.56
PRD00400;Sweater Polyester L;Sweater;Polyester;L;Winter;0.64
PRD00401;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.22
PRD00402;Blouse Cotton M;Blouse;Cotton;M;Spring;0.23
PRD00403;Dress Cotton XL;Dress;Cotton;XL;Summer;0.57
PRD00404;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.15
PRD00405;Pants Denim M;Pants;Denim;M;Winter;0.5
PRD00406;Blouse Cotton M;Blouse;Cotton;M;Summer;0.25
PRD00407;Jacket Cotton XL;Jacket;Cotton;XL;Winter;0.87
PRD00408;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.15
PRD00409;Blouse Polyester L;Blouse;Polyester;L;Summer;0.19
PRD00410;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.18
PRD00411;Pants Linen S;Pants;Linen;S;Summer;0.37
PRD00412;Shorts Linen L;Shorts;Linen;L;Winter;0.3
PRD00413;Shorts Cotton L;Shorts;Cotton;L;Winter;0.33
PRD00414;Skirt Cotton M;Skirt;Cotton;M;Winter;0.26
PRD00415;Suit Denim L;Suit;Denim;L;Summer;1.25
PRD00416;Jacket Linen S;Jacket;Linen;S;Spring;0.81
PRD00417;Pants Wool L;Pants;Wool;L;Summer;0.49
PRD00418;Pants Cotton XL;Pants;Cotton;XL;Summer;0.4
PRD00419;Coat Polyester L;Coat;Polyester;L;Winter;1.2
PRD00420;Sweater Polyester M;Sweater;Polyester;M;Autumn;0.59
PRD00421;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.15
PRD00422;T-Shirt Polyester L;T-Shirt;Polyester;L;Autumn;0.11
PRD00423;Shirt Polyester M;Shirt;Polyester;M;Summer;0.17
PRD00424;Dress Cotton M;Dress;Cotton;M;Summer;0.44
PRD00425;Shirt Linen XL;Shirt;Linen;XL;Summer;0.2
PRD00426;Skirt Linen M;Skirt;Linen;M;Summer;0.25
PRD00427;Jacket Cotton M;Jacket;Cotton;M;Summer;0.84
PRD00428;Blouse Linen XS;Blouse;Linen;XS;Autumn;0.22
PRD00429;Jacket Cotton S;Jacket;Cotton;S;Summer;0.76
PRD00430;Shirt Linen XS;Shirt;Linen;XS;Spring;0.2
PRD00431;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.21
PRD00432;Sweater Cotton M;Sweater;Cotton;M;Summer;0.7
PRD00433;Suit Polyester M;Suit;Polyester;M;Summer;0.94
PRD00434;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.18
PRD00435;Shirt Silk L;Shirt;Silk;L;Autumn;0.13
PRD00436;Coat Cotton L;Coat;Cotton;L;Winter;1.16
PRD00437;Shirt Cotton M;Shirt;Cotton;M;Spring;0.2
PRD00438;T-Shirt Polyester L;T-Shirt;Polyester;L;Winter;0.14
PRD00439;Coat Polyester S;Coat;Polyester;S;Spring;1.27
PRD00440;Shirt Cotton S;Shirt;Cotton;S;Summer;0.23
PRD00441;Shirt Wool S;Shirt;Wool;S;Autumn;0.23
PRD00442;Hoodie Linen M;Hoodie;Linen;M;Autumn;0.8
PRD00443;Jacket Silk M;Jacket;Silk;M;Summer;0.55
PRD00444;Jacket Denim L;Jacket;Denim;L;Winter;1.07
PRD00445;T-Shirt Cotton S;T-Shirt;Cotton;S;Autumn;0.16
PRD00446;Shorts Wool L;Shorts;Wool;L;Summer;0.42
PRD00447;Hoodie Cotton S;Hoodie;Cotton;S;Autumn;1.07
PRD00448;Sweater Wool S;Sweater;Wool;S;Autumn;0.98
PRD00449;Jacket Polyester M;Jacket;Polyester;M;Summer;0.68
PRD00450;Shirt Denim XL;Shirt;Denim;XL;Summer;0.25
PRD00451;T-Shirt Wool L;T-Shirt;Wool;L;Winter;0.18
PRD00452;Skirt Denim XL;Skirt;Denim;XL;Summer;0.42
PRD00453;Jacket Linen L;Jacket;Linen;L;Spring;0.73
PRD00454;Blouse Silk L;Blouse;Silk;L;Winter;0.16
PRD00455;Shirt Linen L;Shirt;Linen;L;Summer;0.17
PRD00456;Dress Polyester L;Dress;Polyester;L;Summer;0.43
PRD00457;Shirt Cotton S;Shirt;Cotton;S;Summer;0.2
PRD00458;Dress Cotton M;Dress;Cotton;M;Autumn;0.5
PRD00459;Shirt Cotton M;Shirt;Cotton;M;Summer;0.2
PRD00460;Shirt Polyester M;Shirt;Polyester;M;Winter;0.15
PRD00461;Shirt Polyester M;Shirt;Polyester;M;Summer;0.16
PRD00462;Suit Polyester S;Suit;Polyester;S;Summer;0.76
PRD00463;Sweater Denim M;Sweater;Denim;M;Autumn;0.85
PRD00464;Skirt Silk S;Skirt;Silk;S;Summer;0.19
PRD00465;Shorts Cotton XL;Shorts;Cotton;XL;Spring;0.3
PRD00466;Jacket Cotton S;Jacket;Cotton;S;Winter;0.85
PRD00467;Pants Polyester M;Pants;Polyester;M;Autumn;0.36
PRD00468;T-Shirt Cotton L;T-Shirt;Cotton;L;Spring;0.13
PRD00469;Pants Linen M;Pants;Linen;M;Autumn;0.42
PRD00470;Shorts Polyester S;Shorts;Polyester;S;Summer;0.25
PRD00471;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.14
PRD00472;Shorts Silk S;Shorts;Silk;S;Autumn;0.2
PRD00473;Shirt Linen S;Shirt;Linen;S;Autumn;0.15
PRD00474;Blouse Cotton S;Blouse;Cotton;S;Autumn;0.21
PRD00475;Dress Wool M;Dress;Wool;M;Summer;0.7
PRD00476;Hoodie Polyester L;Hoodie;Polyester;L;Spring;0.67
PRD00477;Shirt Cotton M;Shirt;Cotton;M;Summer;0.21
PRD00478;Skirt Cotton L;Skirt;Cotton;L;Spring;0.3
PRD00479;Shorts Polyester S;Shorts;Polyester;S;Summer;0.24
PRD00480;Dress Cotton M;Dress;Cotton;M;Autumn;0.52
PRD00481;Suit Cotton L;Suit;Cotton;L;Spring;0.79
PRD00482;Coat Wool S;Coat;Wool;S;Spring;2.04
PRD00483;Dress Linen L;Dress;Linen;L;Spring;0.45
PRD00484;Suit Cotton M;Suit;Cotton;M;Winter;0.95
PRD00485;Skirt Cotton L;Skirt;Cotton;L;Winter;0.31
PRD00486;Blouse Linen M;Blouse;Linen;M;Summer;0.21
PRD00487;Shirt Cotton M;Shirt;Cotton;M;Spring;0.2
PRD00488;Pants Denim L;Pants;Denim;L;Winter;0.51
PRD00489;Shorts Polyester L;Shorts;Polyester;L;Autumn;0.26
PRD00490;Blouse Cotton S;Blouse;Cotton;S;Winter;0.24
PRD00491;Dress Cotton XL;Dress;Cotton;XL;Autumn;0.45
PRD00492;Suit Cotton S;Suit;Cotton;S;Autumn;1.04
PRD00493;Pants Cotton S;Pants;Cotton;S;Summer;0.39
PRD00494;Shirt Cotton M;Shirt;Cotton;M;Winter;0.16
PRD00495;Dress Polyester L;Dress;Polyester;L;Autumn;0.41
PRD00496;Jacket Cotton XL;Jacket;Cotton;XL;Summer;0.76
PRD00497;Skirt Polyester M;Skirt;Polyester;M;Spring;0.25
PRD00498;Shirt Polyester XS;Shirt;Polyester;XS;Autumn;0.15
PRD00499;Hoodie Cotton L;Hoodie;Cotton;L;Spring;0.79
PRD00500;Hoodie Cotton M;Hoodie;Cotton;M;Spring;1.01
PRD00501;Coat Cotton M;Coat;Cotton;M;Winter;1.63
PRD00502;Skirt Cotton M;Skirt;Cotton;M;Winter;0.3
PRD00503;Pants Wool S;Pants;Wool;S;Spring;0.5
PRD00504;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.16
PRD00505;Coat Linen M;Coat;Linen;M;Summer;1.35
PRD00506;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.14
PRD00507;Blouse Polyester L;Blouse;Polyester;L;Spring;0.21
PRD00508;T-Shirt Polyester S;T-Shirt;Polyester;S;Autumn;0.13
PRD00509;Shorts Wool S;Shorts;Wool;S;Summer;0.38
PRD00510;Sweater Cotton M;Sweater;Cotton;M;Spring;0.7
PRD00511;Suit Cotton S;Suit;Cotton;S;Summer;1.06
PRD00512;Jacket Polyester L;Jacket;Polyester;L;Summer;0.63
PRD00513;Shorts Cotton XL;Shorts;Cotton;XL;Winter;0.33
PRD00514;T-Shirt Polyester L;T-Shirt;Polyester;L;Autumn;0.14
PRD00515;Shirt Polyester L;Shirt;Polyester;L;Winter;0.14
PRD00516;Shirt Polyester M;Shirt;Polyester;M;Winter;0.18
PRD00517;Jacket Polyester M;Jacket;Polyester;M;Spring;0.78
PRD00518;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Summer;0.13
PRD00519;Hoodie Wool XL;Hoodie;Wool;XL;Summer;1.19
PRD00520;Shirt Wool M;Shirt;Wool;M;Autumn;0.22
PRD00521;Skirt Polyester M;Skirt;Polyester;M;Autumn;0.23
PRD00522;Jacket Wool L;Jacket;Wool;L;Summer;0.94
PRD00523;Shorts Silk S;Shorts;Silk;S;Winter;0.2
PRD00524;T-Shirt Polyester L;T-Shirt;Polyester;L;Summer;0.1
PRD00525;T-Shirt Polyester L;T-Shirt;Polyester;L;Winter;0.12
PRD00526;Dress Linen S;Dress;Linen;S;Winter;0.49
PRD00527;Jacket Polyester XL;Jacket;Polyester;XL;Winter;0.56
PRD00528;Pants Cotton XL;Pants;Cotton;XL;Summer;0.41
PRD00529;Shirt Silk XL;Shirt;Silk;XL;Winter;0.14
PRD00530;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD00531;T-Shirt Wool S;T-Shirt;Wool;S;Summer;0.19
PRD00532;Hoodie Linen M;Hoodie;Linen;M;Summer;0.84
PRD00533;Hoodie Denim M;Hoodie;Denim;M;Winter;1.13
PRD00534;Skirt Cotton S;Skirt;Cotton;S;Winter;0.33
PRD00535;Sweater Polyester M;Sweater;Polyester;M;Autumn;0.59
PRD00536;Shorts Polyester L;Shorts;Polyester;L;Summer;0.28
PRD00537;T-Shirt Cotton S;T-Shirt;Cotton;S;Spring;0.15
PRD00538;Pants Cotton M;Pants;Cotton;M;Autumn;0.39
PRD00539;Dress Polyester XS;Dress;Polyester;XS;Summer;0.39
PRD00540;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.18
PRD00541;Shorts Cotton L;Shorts;Cotton;L;Winter;0.3
PRD00542;Skirt Polyester S;Skirt;Polyester;S;Winter;0.24
PRD00543;Pants Wool XL;Pants;Wool;XL;Summer;0.57
PRD00544;Coat Linen XS;Coat;Linen;XS;Summer;1.17
PRD00545;Suit Silk M;Suit;Silk;M;Spring;0.72
PRD00546;Jacket Polyester L;Jacket;Polyester;L;Summer;0.64
PRD00547;Shirt Denim L;Shirt;Denim;L;Spring;0.25
PRD00548;Coat Silk XS;Coat;Silk;XS;Spring;0.95
PRD00549;Dress Cotton XL;Dress;Cotton;XL;Summer;0.47
PRD00550;T-Shirt Cotton XL;T-Shirt;Cotton;XL;Autumn;0.14
PRD00551;Dress Polyester M;Dress;Polyester;M;Summer;0.42
PRD00552;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.13
PRD00553;Skirt Polyester XS;Skirt;Polyester;XS;Spring;0.2
PRD00554;Skirt Polyester M;Skirt;Polyester;M;Summer;0.21
PRD00555;Blouse Wool M;Blouse;Wool;M;Winter;0.32
PRD00556;Jacket Polyester L;Jacket;Polyester;L;Summer;0.68
PRD00557;Shirt Cotton M;Shirt;Cotton;M;Spring;0.17
PRD00558;Shirt Silk L;Shirt;Silk;L;Winter;0.15
PRD00559;Sweater Cotton S;Sweater;Cotton;S;Summer;0.7
PRD00560;Suit Denim S;Suit;Denim;S;Spring;1.4
PRD00561;Coat Cotton S;Coat;Cotton;S;Summer;1.37
PRD00562;Pants Denim XS;Pants;Denim;XS;Summer;0.45
PRD00563;Shirt Cotton M;Shirt;Cotton;M;Winter;0.19
PRD00564;Shirt Cotton L;Shirt;Cotton;L;Spring;0.19
PRD00565;Jacket Cotton L;Jacket;Cotton;L;Autumn;0.77
PRD00566;Skirt Wool M;Skirt;Wool;M;Spring;0.35
PRD00567;Jacket Silk L;Jacket;Silk;L;Autumn;0.65
PRD00568;Jacket Polyester M;Jacket;Polyester;M;Winter;0.53
PRD00569;Blouse Silk M;Blouse;Silk;M;Summer;0.16
PRD00570;Pants Polyester M;Pants;Polyester;M;Spring;0.31
PRD00571;Dress Polyester L;Dress;Polyester;L;Summer;0.4
PRD00572;T-Shirt Linen S;T-Shirt;Linen;S;Autumn;0.14
PRD00573;Jacket Cotton XS;Jacket;Cotton;XS;Winter;0.87
PRD00574;Suit Cotton M;Suit;Cotton;M;Summer;1.11
PRD00575;T-Shirt Silk XL;T-Shirt;Silk;XL;Summer;0.11
PRD00576;Shorts Silk L;Shorts;Silk;L;Summer;0.17
PRD00577;Shirt Denim L;Shirt;Denim;L;Winter;0.22
PRD00578;Shorts Silk L;Shorts;Silk;L;Summer;0.23
PRD00579;Dress Cotton M;Dress;Cotton;M;Summer;0.55
PRD00580;Pants Linen L;Pants;Linen;L;Summer;0.38
PRD00581;Dress Polyester L;Dress;Polyester;L;Autumn;0.37
PRD00582;Hoodie Denim S;Hoodie;Denim;S;Autumn;1.13
PRD00583;Dress Polyester M;Dress;Polyester;M;Summer;0.38
PRD00584;Pants Polyester S;Pants;Polyester;S;Summer;0.29
PRD00585;Suit Polyester M;Suit;Polyester;M;Winter;0.82
PRD00586;Pants Cotton L;Pants;Cotton;L;Winter;0.49
PRD00587;Shirt Cotton M;Shirt;Cotton;M;Summer;0.19
PRD00588;Shirt Silk M;Shirt;Silk;M;Summer;0.16
PRD00589;Shirt Linen L;Shirt;Linen;L;Summer;0.16
PRD00590;Shirt Cotton M;Shirt;Cotton;M;Winter;0.17
PRD00591;Shirt Linen M;Shirt;Linen;M;Autumn;0.2
PRD00592;Suit Polyester L;Suit;Polyester;L;Winter;0.78
PRD00593;Shirt Polyester M;Shirt;Polyester;M;Summer;0.18
PRD00594;Pants Cotton L;Pants;Cotton;L;Autumn;0.46
PRD00595;Blouse Silk S;Blouse;Silk;S;Summer;0.17
PRD00596;Dress Wool S;Dress;Wool;S;Autumn;0.68
PRD00597;Suit Polyester M;Suit;Polyester;M;Spring;0.73
PRD00598;Shirt Polyester M;Shirt;Polyester;M;Spring;0.15
PRD00599;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.22
PRD00600;Shirt Polyester XL;Shirt;Polyester;XL;Winter;0.14
PRD00601;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.2
PRD00602;Pants Cotton M;Pants;Cotton;M;Spring;0.45
PRD00603;Shirt Wool XL;Shirt;Wool;XL;Summer;0.27
PRD00604;Shirt Silk L;Shirt;Silk;L;Winter;0.13
PRD00605;Shirt Polyester M;Shirt;Polyester;M;Summer;0.18
PRD00606;Dress Cotton L;Dress;Cotton;L;Summer;0.44
PRD00607;Pants Polyester XS;Pants;Polyester;XS;Autumn;0.3
PRD00608;Jacket Silk S;Jacket;Silk;S;Spring;0.57
PRD00609;Dress Wool L;Dress;Wool;L;Summer;0.62
PRD00610;Coat Silk L;Coat;Silk;L;Spring;0.94
PRD00611;Shirt Polyester M;Shirt;Polyester;M;Summer;0.19
PRD00612;T-Shirt Linen M;T-Shirt;Linen;M;Winter;0.11
PRD00613;Suit Cotton XL;Suit;Cotton;XL;Autumn;1.01
PRD00614;Shirt Cotton L;Shirt;Cotton;L;Winter;0.2
PRD00615;Blouse Cotton M;Blouse;Cotton;M;Winter;0.21
PRD00616;Shorts Polyester S;Shorts;Polyester;S;Winter;0.27
PRD00617;Shirt Silk M;Shirt;Silk;M;Autumn;0.13
PRD00618;Pants Silk XL;Pants;Silk;XL;Autumn;0.28
PRD00619;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD00620;Sweater Cotton M;Sweater;Cotton;M;Winter;0.6
PRD00621;Shirt Cotton M;Shirt;Cotton;M;Winter;0.18
PRD00622;Pants Cotton L;Pants;Cotton;L;Spring;0.46
PRD00623;Jacket Polyester L;Jacket;Polyester;L;Spring;0.64
PRD00624;Dress Silk L;Dress;Silk;L;Summer;0.26
PRD00625;Suit Denim M;Suit;Denim;M;Summer;1.26
PRD00626;Jacket Wool XS;Jacket;Wool;XS;Winter;0.96
PRD00627;Dress Linen XL;Dress;Linen;XL;Summer;0.46
PRD00628;Sweater Polyester XL;Sweater;Polyester;XL;Summer;0.45
PRD00629;Shirt Cotton XL;Shirt;Cotton;XL;Winter;0.2
PRD00630;Pants Polyester XL;Pants;Polyester;XL;Summer;0.29
PRD00631;Coat Polyester L;Coat;Polyester;L;Winter;1.23
PRD00632;Blouse Wool L;Blouse;Wool;L;Summer;0.32
PRD00633;Dress Cotton L;Dress;Cotton;L;Spring;0.52
PRD00634;Skirt Cotton L;Skirt;Cotton;L;Spring;0.34
PRD00635;Shirt Cotton S;Shirt;Cotton;S;Summer;0.24
PRD00636;Jacket Denim M;Jacket;Denim;M;Winter;0.92
PRD00637;Skirt Polyester XL;Skirt;Polyester;XL;Winter;0.23
PRD00638;Pants Linen M;Pants;Linen;M;Autumn;0.39
PRD00639;Pants Linen L;Pants;Linen;L;Summer;0.36
PRD00640;Jacket Cotton S;Jacket;Cotton;S;Winter;0.58
PRD00641;Shirt Polyester M;Shirt;Polyester;M;Summer;0.16
PRD00642;Pants Silk M;Pants;Silk;M;Summer;0.31
PRD00643;Pants Polyester S;Pants;Polyester;S;Winter;0.28
PRD00644;Pants Denim S;Pants;Denim;S;Winter;0.53
PRD00645;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.16
PRD00646;Blouse Cotton L;Blouse;Cotton;L;Summer;0.27
PRD00647;Skirt Silk S;Skirt;Silk;S;Winter;0.22
PRD00648;Coat Linen M;Coat;Linen;M;Summer;1.27
PRD00649;T-Shirt Denim XS;T-Shirt;Denim;XS;Summer;0.19
PRD00650;Dress Wool L;Dress;Wool;L;Autumn;0.51
PRD00651;Shirt Denim L;Shirt;Denim;L;Summer;0.29
PRD00652;Skirt Linen L;Skirt;Linen;L;Summer;0.25
PRD00653;Skirt Linen M;Skirt;Linen;M;Summer;0.28
PRD00654;Sweater Polyester S;Sweater;Polyester;S;Summer;0.51
PRD00655;Jacket Cotton L;Jacket;Cotton;L;Autumn;0.98
PRD00656;Shirt Denim L;Shirt;Denim;L;Autumn;0.3
PRD00657;Pants Polyester S;Pants;Polyester;S;Spring;0.39
PRD00658;Jacket Polyester M;Jacket;Polyester;M;Summer;0.78
PRD00659;Suit Polyester S;Suit;Polyester;S;Summer;0.75
PRD00660;Skirt Polyester S;Skirt;Polyester;S;Spring;0.22
PRD00661;Jacket Polyester L;Jacket;Polyester;L;Autumn;0.77
PRD00662;Hoodie Cotton M;Hoodie;Cotton;M;Autumn;0.89
PRD00663;Skirt Silk S;Skirt;Silk;S;Autumn;0.23
PRD00664;Pants Polyester M;Pants;Polyester;M;Winter;0.3
PRD00665;Shirt Polyester XL;Shirt;Polyester;XL;Winter;0.15
PRD00666;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.22
PRD00667;Pants Cotton L;Pants;Cotton;L;Summer;0.32
PRD00668;Shirt Cotton M;Shirt;Cotton;M;Winter;0.22
PRD00669;Shirt Wool L;Shirt;Wool;L;Spring;0.25
PRD00670;Pants Cotton M;Pants;Cotton;M;Autumn;0.38
PRD00671;Shirt Silk S;Shirt;Silk;S;Autumn;0.14
PRD00672;Blouse Cotton M;Blouse;Cotton;M;Summer;0.25
PRD00673;Shirt Cotton M;Shirt;Cotton;M;Spring;0.2
PRD00674;Dress Cotton M;Dress;Cotton;M;Summer;0.53
PRD00675;Jacket Cotton L;Jacket;Cotton;L;Winter;0.73
PRD00676;Hoodie Linen S;Hoodie;Linen;S;Autumn;1.03
PRD00677;Shirt Silk M;Shirt;Silk;M;Winter;0.14
PRD00678;Jacket Polyester S;Jacket;Polyester;S;Winter;0.63
PRD00679;Shorts Cotton M;Shorts;Cotton;M;Summer;0.36
PRD00680;T-Shirt Cotton XS;T-Shirt;Cotton;XS;Summer;0.12
PRD00681;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.14
PRD00682;Pants Denim M;Pants;Denim;M;Winter;0.52
PRD00683;Shirt Cotton M;Shirt;Cotton;M;Summer;0.19
PRD00684;Suit Wool M;Suit;Wool;M;Summer;1.07
PRD00685;Shorts Polyester M;Shorts;Polyester;M;Winter;0.21
PRD00686;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.29
PRD00687;Skirt Polyester M;Skirt;Polyester;M;Spring;0.25
PRD00688;Pants Cotton M;Pants;Cotton;M;Summer;0.42
PRD00689;Sweater Linen L;Sweater;Linen;L;Winter;0.65
PRD00690;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.19
PRD00691;Pants Wool M;Pants;Wool;M;Autumn;0.54
PRD00692;Jacket Cotton XL;Jacket;Cotton;XL;Winter;1.01
PRD00693;Dress Denim L;Dress;Denim;L;Summer;0.75
PRD00694;Pants Cotton XL;Pants;Cotton;XL;Autumn;0.39
PRD00695;Shirt Silk L;Shirt;Silk;L;Spring;0.15
PRD00696;Suit Linen M;Suit;Linen;M;Autumn;0.95
PRD00697;Pants Denim M;Pants;Denim;M;Summer;0.6
PRD00698;Skirt Polyester L;Skirt;Polyester;L;Winter;0.23
PRD00699;Shirt Wool XL;Shirt;Wool;XL;Autumn;0.22
PRD00700;Dress Cotton L;Dress;Cotton;L;Summer;0.56
PRD00701;Skirt Cotton L;Skirt;Cotton;L;Winter;0.31
PRD00702;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.14
PRD00703;Pants Cotton M;Pants;Cotton;M;Summer;0.43
PRD00704;Shirt Denim XL;Shirt;Denim;XL;Autumn;0.31
PRD00705;Shirt Cotton L;Shirt;Cotton;L;Spring;0.19
PRD00706;Hoodie Polyester XL;Hoodie;Polyester;XL;Summer;0.66
PRD00707;Pants Polyester L;Pants;Polyester;L;Summer;0.32
PRD00708;T-Shirt Polyester M;T-Shirt;Polyester;M;Winter;0.13
PRD00709;Pants Wool M;Pants;Wool;M;Autumn;0.48
PRD00710;Coat Cotton XL;Coat;Cotton;XL;Summer;1.67
PRD00711;Sweater Polyester M;Sweater;Polyester;M;Winter;0.57
PRD00712;Skirt Cotton M;Skirt;Cotton;M;Summer;0.33
PRD00713;Dress Denim M;Dress;Denim;M;Winter;0.6
PRD00714;Jacket Linen M;Jacket;Linen;M;Winter;0.63
PRD00715;Pants Denim S;Pants;Denim;S;Autumn;0.5
PRD00716;Shorts Cotton L;Shorts;Cotton;L;Summer;0.26
PRD00717;T-Shirt Cotton S;T-Shirt;Cotton;S;Winter;0.16
PRD00718;Shorts Cotton M;Shorts;Cotton;M;Summer;0.24
PRD00719;Shirt Cotton L;Shirt;Cotton;L;Winter;0.19
PRD00720;Sweater Cotton M;Sweater;Cotton;M;Summer;0.68
PRD00721;Shorts Wool L;Shorts;Wool;L;Winter;0.32
PRD00722;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.19
PRD00723;Shirt Polyester XL;Shirt;Polyester;XL;Autumn;0.16
PRD00724;Sweater Silk S;Sweater;Silk;S;Summer;0.55
PRD00725;Skirt Wool XS;Skirt;Wool;XS;Summer;0.32
PRD00726;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.16
PRD00727;Shirt Cotton L;Shirt;Cotton;L;Winter;0.21
PRD00728;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.12
PRD00729;Pants Cotton XL;Pants;Cotton;XL;Spring;0.38
PRD00730;Shirt Polyester M;Shirt;Polyester;M;Summer;0.14
PRD00731;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.24
PRD00732;T-Shirt Silk M;T-Shirt;Silk;M;Winter;0.11
PRD00733;Suit Linen M;Suit;Linen;M;Summer;0.87
PRD00734;Dress Polyester M;Dress;Polyester;M;Winter;0.48
PRD00735;Jacket Cotton M;Jacket;Cotton;M;Summer;0.82
PRD00736;Blouse Cotton M;Blouse;Cotton;M;Winter;0.31
PRD00737;Jacket Linen M;Jacket;Linen;M;Summer;0.62
PRD00738;T-Shirt Polyester XS;T-Shirt;Polyester;XS;Summer;0.12
PRD00739;Jacket Cotton M;Jacket;Cotton;M;Winter;0.69
PRD00740;Jacket Cotton S;Jacket;Cotton;S;Summer;0.79
PRD00741;Dress Cotton L;Dress;Cotton;L;Autumn;0.49
PRD00742;Pants Linen M;Pants;Linen;M;Summer;0.34
PRD00743;Sweater Cotton L;Sweater;Cotton;L;Spring;0.7
PRD00744;Dress Polyester XL;Dress;Polyester;XL;Spring;0.38
PRD00745;Pants Polyester L;Pants;Polyester;L;Winter;0.32
PRD00746;Blouse Polyester XL;Blouse;Polyester;XL;Autumn;0.18
PRD00747;Jacket Silk M;Jacket;Silk;M;Winter;0.64
PRD00748;Skirt Silk S;Skirt;Silk;S;Spring;0.19
PRD00749;Blouse Polyester M;Blouse;Polyester;M;Spring;0.2
PRD00750;Suit Cotton M;Suit;Cotton;M;Winter;0.88
PRD00751;Shirt Polyester L;Shirt;Polyester;L;Summer;0.15
PRD00752;Shorts Polyester M;Shorts;Polyester;M;Winter;0.22
PRD00753;Suit Polyester M;Suit;Polyester;M;Summer;0.79
PRD00754;Pants Wool L;Pants;Wool;L;Autumn;0.49
PRD00755;Shirt Cotton M;Shirt;Cotton;M;Summer;0.18
PRD00756;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.12
PRD00757;Suit Cotton M;Suit;Cotton;M;Winter;0.9
PRD00758;Skirt Linen XL;Skirt;Linen;XL;Winter;0.24
PRD00759;Blouse Cotton L;Blouse;Cotton;L;Spring;0.28
PRD00760;T-Shirt Wool M;T-Shirt;Wool;M;Summer;0.15
PRD00761;Shirt Cotton M;Shirt;Cotton;M;Summer;0.2
PRD00762;Pants Polyester S;Pants;Polyester;S;Winter;0.37
PRD00763;Pants Wool M;Pants;Wool;M;Winter;0.54
PRD00764;Sweater Cotton L;Sweater;Cotton;L;Summer;0.73
PRD00765;Shirt Linen M;Shirt;Linen;M;Summer;0.18
PRD00766;Skirt Polyester S;Skirt;Polyester;S;Autumn;0.26
PRD00767;Sweater Polyester XL;Sweater;Polyester;XL;Spring;0.58
PRD00768;Blouse Cotton L;Blouse;Cotton;L;Summer;0.29
PRD00769;Pants Polyester L;Pants;Polyester;L;Winter;0.32
PRD00770;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.13
PRD00771;Shirt Polyester S;Shirt;Polyester;S;Autumn;0.15
PRD00772;T-Shirt Wool S;T-Shirt;Wool;S;Summer;0.21
PRD00773;Shirt Polyester L;Shirt;Polyester;L;Winter;0.16
PRD00774;Jacket Cotton S;Jacket;Cotton;S;Summer;0.67
PRD00775;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.15
PRD00776;Shirt Cotton XL;Shirt;Cotton;XL;Winter;0.22
PRD00777;Pants Cotton M;Pants;Cotton;M;Autumn;0.47
PRD00778;Sweater Wool M;Sweater;Wool;M;Winter;0.76
PRD00779;Sweater Linen L;Sweater;Linen;L;Spring;0.52
PRD00780;Suit Cotton XL;Suit;Cotton;XL;Summer;1.05
PRD00781;Coat Denim L;Coat;Denim;L;Summer;2.04
PRD00782;Skirt Polyester S;Skirt;Polyester;S;Summer;0.21
PRD00783;Pants Silk S;Pants;Silk;S;Autumn;0.27
PRD00784;Pants Wool L;Pants;Wool;L;Summer;0.47
