ProductReference;SupplierName;DateOfIncident;IssueDescription;ResolutionStatus;CostImpact (€)
PRD06973;SupplierC;2024-05-03;Incorrect Folding;Resolved;206.25
PRD02089;SupplierD;2024-06-29;Labeling Error;In Progress;448.0
PRD03941;SupplierE;2023-05-05;Other;Resolved;141.0
PRD00350;SupplierA;2023-06-23;Packaging Damage;In Progress;904.0
PRD08357;SupplierC;2023-10-26;Other;In Progress;288.0
PRD08972;SupplierE;2024-02-26;Other;Resolved;368.0
PRD02168;SupplierD;2023-02-21;Labeling Error;Resolved;448.0
PRD08336;SupplierE;2023-11-03;Other;Not Resolved;192.0
PRD05591;SupplierG;2024-04-19;Incorrect Folding;Resolved;228.75
PRD03308;SupplierC;2023-04-24;Incorrect Folding;Not Resolved;733.75
PRD00314;SupplierB;2023-06-03;Other;Not Resolved;162.0
PRD06187;SupplierB;2023-07-03;Labeling Error;In Progress;264.0
PRD09892;SupplierD;2023-12-03;Labeling Error;Not Resolved;180.0
PRD03776;SupplierD;2023-01-20;Missing Items;Resolved;988.0
PRD05412;SupplierF;2024-06-25;Other;Resolved;150.0
PRD08696;SupplierD;2023-09-21;Other;Not Resolved;229.0
PRD02020;SupplierD;2023-09-26;Packaging Damage;Resolved;849.0
PRD00875;SupplierD;2024-03-31;Incorrect Folding;Resolved;597.5
PRD09372;SupplierH;2024-02-20;Incorrect Folding;Resolved;152.5
PRD02409;SupplierD;2023-06-22;Packaging Damage;Resolved;943.0
PRD04379;SupplierA;2024-06-24;Labeling Error;Resolved;364.0
PRD03888;SupplierH;2023-02-01;Packaging Damage;In Progress;1353.0
PRD02697;SupplierB;2024-06-29;Packaging Damage;In Progress;1854.0
PRD03166;SupplierE;2024-04-26;Other;In Progress;69.0
PRD02403;SupplierF;2023-04-11;Transportation Damage;In Progress;1269.0
PRD09564;SupplierE;2024-03-20;Other;Resolved;288.0
PRD01538;SupplierC;2024-04-30;Other;Resolved;276.0
PRD01981;SupplierA;2023-06-23;Labeling Error;In Progress;171.0
PRD04839;SupplierH;2023-06-17;Labeling Error;Resolved;344.0
PRD00493;SupplierB;2023-02-01;Other;In Progress;126.0
PRD01168;SupplierC;2024-03-07;Other;Resolved;96.0
PRD01905;SupplierF;2023-12-29;Product Wrinkled;Resolved;372.5
PRD07255;SupplierC;2023-03-25;Other;Resolved;153.0
PRD06949;SupplierD;2023-07-22;Labeling Error;Resolved;292.0
PRD01046;SupplierA;2023-09-21;Packaging Damage;In Progress;1397.5
PRD06962;SupplierD;2023-09-05;Packaging Damage;Resolved;989.0
PRD08426;SupplierD;2024-02-28;Other;Resolved;86.0
PRD05672;SupplierH;2023-03-20;Incorrect Folding;Not Resolved;362.5
PRD06808;SupplierA;2024-03-06;Other;Resolved;79.0
PRD04568;SupplierG;2023-04-08;Incorrect Folding;Resolved;166.25
PRD01157;SupplierB;2023-06-01;Labeling Error;Resolved;485.0
PRD08093;SupplierD;2024-04-17;Missing Items;Resolved;835.0
PRD06518;SupplierH;2023-05-07;Incorrect Folding;In Progress;418.75
PRD05617;SupplierF;2024-04-16;Labeling Error;Resolved;331.0
PRD07644;SupplierH;2023-12-20;Other;Resolved;271.0
PRD04921;SupplierD;2023-10-12;Incorrect Folding;Resolved;626.25
PRD03643;SupplierD;2023-05-18;Missing Items;In Progress;347.0
PRD02217;SupplierG;2023-03-25;Labeling Error;Resolved;295.0
PRD07920;SupplierB;2023-03-16;Incorrect Folding;In Progress;615.0
PRD05126;SupplierC;2024-02-28;Other;In Progress;307.0
PRD09797;SupplierE;2023-03-03;Incorrect Folding;Not Resolved;388.75
PRD03995;SupplierG;2023-06-04;Incorrect Folding;In Progress;335.0
PRD03570;SupplierA;2023-03-01;Incorrect Folding;Resolved;342.5
;SupplierA;2024-04-05;Other;Resolved;113.0
PRD03814;SupplierC;2024-02-21;Packaging Damage;Resolved;1117.0
PRD09761;SupplierE;2023-05-29;Incorrect Folding;In Progress;186.25
PRD05253;SupplierC;2023-01-08;Packaging Damage;Resolved;566.0
PRD01850;SupplierG;2024-04-29;Packaging Damage;Not Resolved;1994.0
PRD08589;SupplierF;2023-08-29;Incorrect Folding;Resolved;418.75
PRD07842;SupplierD;2023-05-16;Packaging Damage;Resolved;1349.0
PRD07608;SupplierD;2024-03-14;Packaging Damage;In Progress;1641.0
PRD00233;SupplierG;2024-02-25;Incorrect Folding;Resolved;418.75
PRD09223;SupplierC;2023-06-26;Other;Resolved;367.0
PRD03708;SupplierA;2023-10-12;Other;In Progress;183.0
PRD09459;SupplierA;2024-01-18;Packaging Damage;Resolved;1073.0
PRD06967;SupplierD;2023-10-13;Labeling Error;Not Resolved;282.0
PRD02176;SupplierD;2023-10-07;Incorrect Folding;Resolved;708.75
PRD05863;SupplierA;2023-10-20;Labeling Error;Not Resolved;145.0
PRD05991;SupplierE;2023-03-18;Labeling Error;Not Resolved;315.0
PRD00734;SupplierC;2023-11-01;Missing Items;Not Resolved;596.0
PRD00437;SupplierC;2023-10-02;Labeling Error;Resolved;203.0
PRD01816;SupplierE;2023-06-17;Other;Resolved;127.0
PRD09373;SupplierB;2024-06-07;Labeling Error;In Progress;205.0
PRD06926;SupplierD;2023-08-31;Incorrect Folding;In Progress;132.5
PRD02596;SupplierA;2023-08-12;Labeling Error;In Progress;270.0
PRD09521;SupplierH;2023-05-18;Incorrect Folding;Resolved;501.25
PRD04245;SupplierC;2023-10-17;Other;Not Resolved;211.0
PRD01602;SupplierC;2024-04-17;Other;Resolved;113.0
PRD00346;SupplierH;2023-12-17;Other;In Progress;242.0
PRD07327;SupplierD;2023-12-14;Other;In Progress;266.0
PRD09140;SupplierE;2023-02-20;Incorrect Folding;Resolved;166.25
PRD06820;SupplierB;2023-02-24;Packaging Damage;Resolved;678.0
PRD08395;SupplierF;2023-07-05;Labeling Error;In Progress;134.0
PRD09247;SupplierC;2024-01-15;Incorrect Folding;Resolved;666.25
PRD05849;SupplierE;2023-08-03;Other;Not Resolved;240.0
PRD08707;SupplierC;2024-01-17;Packaging Damage;Not Resolved;1174.0
;SupplierC;2023-09-30;Other;Resolved;133.0
PRD07455;SupplierC;2024-01-12;Labeling Error;Resolved;414.0
;SupplierG;2023-05-10;Packaging Damage;In Progress;1760.0
PRD03657;SupplierF;2023-07-12;Other;In Progress;351.0
;SupplierH;2023-12-22;Missing Items;Not Resolved;366.0
PRD03890;SupplierF;2023-08-02;Packaging Damage;Resolved;852.5
PRD04238;SupplierE;2024-03-05;Packaging Damage;Resolved;1064.0
PRD07669;SupplierA;2023-01-26;Labeling Error;In Progress;179.0
PRD01336;SupplierC;2023-06-10;Other;Resolved;370.0
PRD05358;SupplierD;2024-02-05;Incorrect Folding;Resolved;436.25
PRD02586;SupplierF;2023-07-25;Packaging Damage;In Progress;967.0
PRD03251;SupplierF;2024-04-13;Incorrect Folding;Resolved;570.0
PRD09703;SupplierB;2023-04-12;Packaging Damage;Resolved;1616.0
PRD05186;SupplierE;2024-01-12;Incorrect Folding;In Progress;441.25
PRD07598;SupplierH;2023-04-21;Labeling Error;Resolved;481.0
PRD07015;SupplierC;2023-05-10;Other;Resolved;176.0
PRD09718;SupplierC;2024-03-12;Missing Items;In Progress;1393.0
PRD08397;SupplierG;2024-01-07;Other;Resolved;167.0
PRD04946;SupplierC;2023-10-04;Other;Resolved;230.0
PRD09629;SupplierC;2023-01-11;Incorrect Folding;In Progress;547.5
PRD04439;SupplierC;2024-06-06;Packaging Damage;Resolved;1213.75
;SupplierF;2023-05-03;Other;Resolved;359.0
PRD04794;SupplierF;2023-07-24;Incorrect Folding;In Progress;535.0
PRD09001;SupplierC;2023-10-09;Labeling Error;Resolved;277.0
PRD09799;SupplierC;2024-05-04;Incorrect Folding;In Progress;743.75
PRD02185;SupplierB;2023-09-02;Packaging Damage;In Progress;509.0
PRD02391;SupplierD;2023-12-05;Packaging Damage;Not Resolved;976.25
PRD03755;SupplierF;2023-02-20;Other;Resolved;121.0
PRD02541;SupplierE;2024-06-21;Packaging Damage;In Progress;1696.0
PRD04627;SupplierA;2023-01-14;Other;Resolved;113.0
PRD06219;SupplierA;2023-10-08;Packaging Damage;Not Resolved;995.0
PRD05964;SupplierD;2023-05-27;Labeling Error;Resolved;387.0
PRD04625;SupplierD;2023-06-26;Missing Items;Not Resolved;509.0
PRD09644;SupplierA;2023-11-29;Labeling Error;In Progress;163.0
PRD06276;SupplierE;2023-03-16;Packaging Damage;Resolved;1328.0
PRD05999;SupplierF;2024-02-17;Incorrect Folding;Resolved;716.25
PRD03558;SupplierB;2023-03-11;Missing Items;Resolved;1482.0
PRD07600;SupplierG;2024-05-04;Missing Items;In Progress;1024.0
PRD09512;SupplierF;2024-06-04;Missing Items;In Progress;517.0
PRD03031;SupplierC;2023-09-05;Labeling Error;Not Resolved;421.0
PRD05380;SupplierC;2023-02-06;Missing Items;Resolved;857.0
PRD04491;SupplierF;2024-03-05;Incorrect Folding;Not Resolved;163.75
PRD06253;SupplierF;2023-12-13;Missing Items;Resolved;878.0
PRD00482;SupplierA;2023-06-25;Packaging Damage;Resolved;1848.75
PRD08676;SupplierE;2023-10-08;Missing Items;Resolved;597.0
PRD04803;SupplierH;2024-03-28;Labeling Error;Resolved;117.0
PRD04279;SupplierD;2023-11-11;Labeling Error;Not Resolved;402.0
PRD01220;SupplierG;2023-08-07;Other;Resolved;105.0
PRD04258;SupplierG;2023-02-07;Other;In Progress;112.0
PRD07462;SupplierA;2023-12-06;Packaging Damage;Resolved;1088.0
PRD04452;SupplierE;2024-06-07;Other;Resolved;181.0
PRD00102;SupplierF;2024-04-30;Transportation Damage;Resolved;1738.0
PRD04160;SupplierH;2023-12-31;Other;In Progress;316.0
PRD01195;SupplierD;2023-08-22;Missing Items;In Progress;1098.0
PRD01997;SupplierE;2023-11-16;Incorrect Folding;Not Resolved;536.25
PRD09014;SupplierD;2023-02-12;Labeling Error;In Progress;155.0
PRD05231;SupplierB;2023-07-07;Packaging Damage;In Progress;545.0
PRD03155;SupplierB;2024-01-31;Packaging Damage;In Progress;1812.0
PRD05147;SupplierB;2024-03-17;Packaging Damage;In Progress;1347.5
PRD03238;SupplierC;2024-06-10;Incorrect Folding;In Progress;571.25
PRD09632;SupplierC;2023-06-03;Packaging Damage;In Progress;1916.0
PRD08142;SupplierB;2023-09-11;Packaging Damage;Resolved;768.0
PRD03905;SupplierD;2023-12-18;Labeling Error;Not Resolved;335.0
PRD09311;SupplierB;2024-03-22;Other;Not Resolved;289.0
PRD01550;SupplierA;2024-05-01;Packaging Damage;In Progress;941.0
PRD06152;SupplierF;2024-05-10;Other;Resolved;81.0
PRD05343;SupplierD;2023-10-12;Labeling Error;Resolved;347.0
PRD09643;SupplierA;2024-02-06;Other;Resolved;143.0
PRD09492;SupplierF;2023-11-20;Labeling Error;Not Resolved;469.0
PRD06093;SupplierE;2023-12-21;Incorrect Folding;Resolved;532.5
PRD04018;SupplierB;2024-03-17;Labeling Error;Resolved;384.0
PRD01441;SupplierC;2023-04-22;Other;Resolved;297.0
PRD00588;SupplierF;2023-12-23;Missing Items;Resolved;968.0
PRD07976;SupplierC;2023-08-02;Labeling Error;Resolved;332.0
PRD02802;SupplierC;2023-11-25;Labeling Error;In Progress;301.0
PRD02699;SupplierB;2023-01-19;Labeling Error;Resolved;374.0
PRD05883;SupplierF;2024-02-12;Packaging Damage;Resolved;1574.0
PRD01787;SupplierC;2024-04-10;Incorrect Folding;Resolved;580.0
PRD03706;SupplierC;2023-12-06;Labeling Error;Resolved;386.0
PRD06108;SupplierH;2023-10-16;Labeling Error;In Progress;408.0
PRD06133;SupplierC;2023-12-24;Incorrect Folding;Resolved;646.25
PRD03485;SupplierD;2023-03-15;Other;In Progress;311.0
PRD00574;SupplierC;2024-03-11;Packaging Damage;Resolved;1043.0
PRD03244;SupplierD;2024-07-09;Packaging Damage;Resolved;1147.5
PRD03164;SupplierC;2023-03-28;Other;Resolved;233.0
PRD02825;SupplierC;2023-03-03;Other;In Progress;377.0
PRD07964;SupplierF;2023-12-22;Other;Resolved;231.0
PRD03695;SupplierB;2024-01-14;Missing Items;Resolved;659.0
PRD02795;SupplierC;2023-06-19;Packaging Damage;Resolved;1696.0
PRD01450;SupplierD;2024-06-19;Packaging Damage;Resolved;2427.5
PRD00528;SupplierD;2023-05-25;Other;Resolved;235.0
PRD07398;SupplierD;2023-04-29;Labeling Error;In Progress;245.0
PRD04495;SupplierF;2023-02-22;Incorrect Folding;In Progress;338.75
PRD08006;SupplierF;2024-03-14;Packaging Damage;In Progress;1879.0
PRD05320;SupplierD;2023-10-25;Other;Resolved;140.0
;SupplierD;2024-07-12;Missing Items;Not Resolved;446.0
PRD02225;SupplierC;2023-04-07;Labeling Error;Resolved;386.0
PRD09025;SupplierD;2024-06-07;Other;In Progress;124.0
PRD02322;SupplierD;2024-05-09;Packaging Damage;Resolved;1705.0
PRD07575;SupplierD;2023-02-17;Labeling Error;Resolved;217.0
PRD09022;SupplierD;2024-03-27;Incorrect Folding;Resolved;702.5
PRD00627;SupplierF;2023-07-26;Other;In Progress;213.0
PRD02770;SupplierG;2023-02-11;Packaging Damage;Resolved;897.0
PRD02033;SupplierD;2023-02-16;Other;Not Resolved;128.0
PRD05906;SupplierD;2023-05-28;Packaging Damage;Resolved;892.0
PRD06581;SupplierC;2024-01-28;Incorrect Folding;Resolved;376.25
PRD07999;SupplierA;2023-02-13;Incorrect Folding;Resolved;198.75
PRD08102;SupplierH;2024-01-25;Packaging Damage;In Progress;982.0
PRD05151;SupplierD;2024-03-18;Incorrect Folding;Resolved;243.75
PRD01963;SupplierA;2024-04-02;Labeling Error;Resolved;450.0
PRD07828;SupplierF;2024-01-20;Other;Resolved;52.0
PRD05133;SupplierA;2023-10-13;Incorrect Folding;Resolved;371.25
PRD05209;SupplierC;2023-10-15;Labeling Error;Not Resolved;396.0
PRD05273;SupplierC;2023-08-31;Other;Resolved;261.0
PRD02038;SupplierA;2023-06-17;Incorrect Folding;Resolved;207.5
PRD04471;SupplierB;2023-09-12;Incorrect Folding;Resolved;303.75
PRD05790;SupplierD;2023-10-10;Other;Resolved;69.0
PRD08937;SupplierC;2024-02-03;Incorrect Folding;Resolved;378.75
PRD01736;SupplierE;2023-12-31;Incorrect Folding;Resolved;618.75
PRD03022;SupplierC;2023-05-22;Incorrect Folding;Resolved;571.25
PRD07840;SupplierA;2023-02-13;Incorrect Folding;In Progress;471.25
PRD06111;SupplierH;2023-09-19;Packaging Damage;Resolved;990.0
PRD07265;SupplierB;2023-10-17;Incorrect Folding;Not Resolved;735.0
PRD07962;SupplierC;2024-04-06;Missing Items;Resolved;1270.0
PRD00603;SupplierB;2023-06-02;Incorrect Folding;Not Resolved;608.75
PRD02711;SupplierF;2023-12-14;Labeling Error;Resolved;265.0
PRD01723;SupplierB;2023-06-13;Other;Resolved;285.0
PRD08499;SupplierF;2024-06-30;Labeling Error;Resolved;315.0
PRD03411;SupplierD;2024-03-26;Other;Resolved;176.0
PRD05403;SupplierC;2023-08-09;Other;In Progress;393.0
PRD00968;SupplierC;2024-01-04;Missing Items;Not Resolved;1175.0
PRD02551;SupplierB;2023-07-22;Missing Items;Resolved;1083.0
PRD01893;SupplierF;2023-11-19;Labeling Error;Resolved;205.0
PRD06045;SupplierA;2024-04-19;Packaging Damage;Resolved;1899.0
PRD08113;SupplierD;2023-03-25;Packaging Damage;Not Resolved;1368.0
PRD09554;SupplierG;2023-09-23;Other;In Progress;369.0
PRD07554;SupplierF;2023-03-20;Incorrect Folding;Resolved;212.5
PRD02167;SupplierA;2023-07-06;Incorrect Folding;Resolved;667.5
PRD01346;SupplierC;2024-05-26;Other;Resolved;282.0
PRD03058;SupplierB;2023-05-28;Labeling Error;Resolved;150.0
PRD08770;SupplierC;2023-10-10;Labeling Error;In Progress;268.0
;SupplierE;2024-04-15;Missing Items;In Progress;1150.0
PRD00505;SupplierA;2023-06-04;Packaging Damage;Resolved;1854.0
PRD03306;SupplierG;2024-02-16;Other;Not Resolved;232.0
PRD09244;SupplierE;2024-04-05;Packaging Damage;In Progress;1938.0
PRD05754;SupplierH;2024-04-27;Labeling Error;Resolved;428.0
PRD07709;SupplierA;2024-05-30;Incorrect Folding;Resolved;343.75
PRD05985;SupplierC;2023-08-18;Labeling Error;Resolved;396.0
PRD03394;SupplierE;2023-02-10;Incorrect Folding;Resolved;673.75
PRD07851;SupplierC;2023-11-19;Incorrect Folding;In Progress;507.5
PRD07275;SupplierC;2023-09-09;Packaging Damage;Not Resolved;890.0
PRD06235;SupplierH;2024-04-23;Packaging Damage;In Progress;2241.25
PRD07332;SupplierA;2023-12-06;Labeling Error;Resolved;469.0
PRD00266;SupplierF;2023-07-28;Packaging Damage;Resolved;1672.0
PRD02809;SupplierD;2023-03-28;Other;In Progress;340.0
PRD03851;SupplierD;2023-02-02;Other;Not Resolved;54.0
PRD07769;SupplierH;2024-03-02;Labeling Error;Resolved;222.0
PRD09468;SupplierF;2023-09-09;Labeling Error;Resolved;219.0
PRD02408;SupplierH;2024-07-02;Other;Resolved;217.0
PRD06664;SupplierA;2023-12-17;Missing Items;In Progress;531.0
PRD07331;SupplierH;2023-10-31;Incorrect Folding;Resolved;676.25
PRD09964;SupplierC;2024-02-06;Incorrect Folding;Resolved;640.0
PRD08307;SupplierC;2023-06-30;Labeling Error;Resolved;130.0
PRD00565;SupplierC;2023-10-05;Packaging Damage;Resolved;1699.0
PRD01784;SupplierA;2023-12-03;Packaging Damage;Resolved;1423.75
PRD03887;SupplierD;2023-05-17;Incorrect Folding;Resolved;305.0
PRD08830;SupplierH;2023-03-16;Missing Items;Resolved;1143.0
PRD01915;SupplierD;2024-06-23;Incorrect Folding;Resolved;140.0
PRD09191;SupplierF;2023-04-28;Incorrect Folding;Resolved;180.0
PRD06188;SupplierH;2024-02-01;Incorrect Folding;Not Resolved;473.75
PRD04024;SupplierE;2023-08-15;Labeling Error;In Progress;311.0
PRD02941;SupplierD;2023-07-26;Other;In Progress;174.0
PRD03202;SupplierA;2023-12-28;Missing Items;In Progress;833.0
PRD00013;SupplierD;2024-06-16;Incorrect Folding;Resolved;406.25
PRD05539;SupplierC;2023-09-16;Other;Resolved;51.0
PRD00104;SupplierC;2023-12-06;Other;Resolved;317.0
PRD01704;SupplierD;2023-08-21;Other;In Progress;319.0
PRD01447;SupplierB;2024-03-16;Incorrect Folding;Resolved;528.75
PRD07146;SupplierC;2024-04-20;Packaging Damage;In Progress;1842.0
PRD03135;SupplierC;2023-07-28;Incorrect Folding;Resolved;276.25
PRD07741;SupplierB;2023-04-07;Other;Resolved;163.0
PRD08781;SupplierE;2023-08-04;Labeling Error;In Progress;374.0
PRD03575;SupplierE;2023-04-02;Labeling Error;Resolved;109.0
PRD01694;SupplierD;2023-08-27;Incorrect Folding;Resolved;666.25
PRD06708;SupplierC;2023-11-09;Other;In Progress;372.0
PRD09191;SupplierB;2024-05-24;Incorrect Folding;Resolved;245.0
PRD00771;SupplierG;2023-04-26;Labeling Error;Resolved;425.0
PRD04977;SupplierG;2023-01-13;Labeling Error;Resolved;314.0
PRD05470;SupplierD;2023-07-23;Other;Resolved;184.0
PRD00981;SupplierB;2023-04-19;Incorrect Folding;Resolved;411.25
PRD09865;SupplierD;2024-02-20;Packaging Damage;Resolved;696.0
PRD04370;SupplierE;2023-12-04;Labeling Error;Resolved;232.0
PRD01587;SupplierC;2023-10-15;Packaging Damage;Resolved;861.0
PRD05979;SupplierH;2023-04-04;Other;Resolved;379.0
PRD08536;SupplierD;2024-01-18;Missing Items;Not Resolved;849.0
PRD06913;SupplierC;2023-09-01;Missing Items;Resolved;1101.0
PRD04616;SupplierB;2024-04-22;Incorrect Folding;In Progress;546.25
PRD07381;SupplierC;2024-03-02;Incorrect Folding;In Progress;223.75
PRD03288;SupplierD;2023-10-01;Labeling Error;Resolved;415.0
PRD04528;SupplierC;2023-05-03;Labeling Error;Not Resolved;243.0
PRD01230;SupplierF;2024-03-01;Other;Not Resolved;177.0
PRD08171;SupplierB;2023-09-14;Incorrect Folding;Resolved;165.0
PRD01744;SupplierC;2023-08-09;Labeling Error;Resolved;215.0
PRD02610;SupplierE;2024-05-03;Incorrect Folding;Resolved;712.5
PRD02941;SupplierC;2023-12-20;Other;Resolved;375.0
PRD02531;SupplierE;2023-02-07;Packaging Damage;Resolved;605.0
PRD05002;SupplierD;2023-08-09;Incorrect Folding;Resolved;405.0
PRD03368;SupplierB;2023-10-07;Missing Items;Not Resolved;1269.0
PRD08797;SupplierH;2024-05-16;Incorrect Folding;Resolved;706.25
PRD08447;SupplierD;2023-11-14;Other;In Progress;370.0
PRD06544;SupplierE;2023-01-22;Missing Items;In Progress;1284.0
PRD01299;SupplierG;2023-08-07;Packaging Damage;Resolved;1992.5
PRD06005;SupplierC;2023-05-05;Labeling Error;Resolved;438.0
PRD08041;SupplierE;2024-03-03;Packaging Damage;Resolved;1686.0
PRD09614;SupplierE;2023-03-06;Labeling Error;Resolved;390.0
PRD04322;SupplierA;2024-02-17;Missing Items;In Progress;1330.0
PRD05260;SupplierC;2023-10-20;Labeling Error;Resolved;313.0
PRD04428;SupplierB;2024-07-04;Labeling Error;Resolved;401.0
PRD08256;SupplierD;2024-01-05;Labeling Error;Not Resolved;463.0
PRD03612;SupplierA;2023-01-14;Incorrect Folding;In Progress;508.75
PRD01784;SupplierC;2024-06-01;Packaging Damage;Resolved;1788.75
PRD05846;SupplierB;2024-04-04;Missing Items;Resolved;451.0
PRD07356;SupplierC;2024-04-05;Packaging Damage;In Progress;889.0
PRD08144;SupplierC;2023-11-17;Missing Items;Resolved;601.0
PRD08458;SupplierG;2023-05-07;Packaging Damage;Not Resolved;2108.75
PRD06797;SupplierF;2023-06-26;Other;In Progress;370.0
PRD02964;SupplierF;2023-05-08;Transportation Damage;Not Resolved;867.0
PRD09642;SupplierE;2023-10-22;Incorrect Folding;Resolved;506.25
PRD09151;SupplierE;2023-03-04;Other;Resolved;217.0
PRD08575;SupplierB;2024-05-15;Labeling Error;In Progress;158.0
PRD07804;SupplierE;2023-02-14;Other;Resolved;122.0
PRD05354;SupplierF;2024-03-05;Incorrect Folding;Resolved;345.0
PRD05590;SupplierB;2023-03-13;Packaging Damage;Resolved;1578.0
PRD08220;SupplierC;2023-05-01;Packaging Damage;Resolved;1886.25
PRD05126;SupplierB;2024-02-14;Other;In Progress;391.0
PRD01749;SupplierC;2023-10-08;Packaging Damage;Resolved;1629.0
PRD06305;SupplierG;2024-03-03;Other;Resolved;274.0
PRD03358;SupplierB;2024-04-17;Packaging Damage;In Progress;1638.0
PRD02633;SupplierA;2024-06-26;Labeling Error;Resolved;338.0
PRD01694;SupplierF;2023-12-29;Incorrect Folding;Resolved;446.25
PRD07845;SupplierB;2023-09-02;Labeling Error;In Progress;214.0
PRD03466;SupplierC;2023-10-11;Packaging Damage;Resolved;1862.0
PRD07153;SupplierA;2023-03-11;Other;Resolved;375.0
PRD00764;SupplierF;2023-07-07;Transportation Damage;In Progress;1414.0
PRD07578;SupplierC;2023-05-20;Packaging Damage;Resolved;1628.0
PRD05593;SupplierD;2024-02-01;Incorrect Folding;In Progress;482.5
PRD07227;SupplierA;2023-10-12;Labeling Error;In Progress;405.0
PRD01264;SupplierH;2023-07-12;Missing Items;Resolved;413.0
PRD05894;SupplierE;2023-08-30;Labeling Error;Resolved;201.0
PRD04365;SupplierB;2024-01-21;Other;Resolved;308.0
PRD00511;SupplierB;2023-03-07;Packaging Damage;Resolved;639.0
PRD09711;SupplierE;2023-06-04;Labeling Error;Resolved;270.0
PRD04635;SupplierF;2023-06-25;Labeling Error;Resolved;178.0
PRD09965;SupplierG;2024-02-03;Other;Resolved;204.0
PRD09413;SupplierD;2024-06-19;Other;Resolved;152.0
PRD08913;SupplierC;2024-03-19;Labeling Error;Not Resolved;404.0
PRD01240;SupplierH;2023-08-25;Labeling Error;Resolved;287.0
PRD08280;SupplierD;2023-11-27;Incorrect Folding;In Progress;326.25
PRD06703;SupplierC;2024-01-02;Packaging Damage;Resolved;1033.0
PRD01716;SupplierB;2023-07-29;Other;Resolved;121.0
PRD08636;SupplierF;2023-05-20;Labeling Error;Resolved;260.0
PRD05968;SupplierC;2023-03-20;Labeling Error;Resolved;154.0
PRD04150;SupplierF;2023-04-01;Labeling Error;In Progress;298.0
PRD05284;SupplierD;2023-03-19;Labeling Error;Resolved;175.0
